gene_id,intron_id,intron_uid,chromosome,start,end,strand,supporting_transcripts,anchor_count,exon_overlap_warning,N_retained,N_spliced,N_specific,N_informative,IR_ratio,IR_specificity,species,IR_class
AT1G49920,AT1G49920.intron1,AT1G49920|1:18484269-18484348:-,1,18484269,18484348,-,AT1G49920.1,1,yes,91,59,81,150,0.606666666666667,0.89010989010989,Arabidopsis_thaliana,high_confidence_IR
AT1G49938,AT1G49938.intron1,AT1G49938|1:18488167-18488446:-,1,18488167,18488446,-,AT1G49938.1;AT1G49938.2,2,no,43,31,34,74,0.581081081081081,0.790697674418605,Arabidopsis_thaliana,high_confidence_IR
AT1G50280,AT1G50280.intron1,AT1G50280|1:18626145-18626229:-,1,18626145,18626229,-,AT1G50280.1,1,yes,1064,2075,1000,3139,0.33896145269194,0.93984962406015,Arabidopsis_thaliana,high_confidence_IR
AT1G50520,AT1G50520.intron1,AT1G50520|1:18720308-18720395:+,1,18720308,18720395,+,AT1G50520.1,1,no,366,1453,366,1819,0.201209455744915,1,Arabidopsis_thaliana,high_confidence_IR
AT1G50690,AT1G50690.intron2,AT1G50690|1:18780408-18780502:+,1,18780408,18780502,+,AT1G50690.2,1,yes,36,61,33,97,0.371134020618557,0.916666666666667,Arabidopsis_thaliana,high_confidence_IR
AT1G50745,AT1G50745.intron1,AT1G50745|1:18810266-18810336:-,1,18810266,18810336,-,AT1G50745.1,1,no,514,17,514,531,0.967984934086629,1,Arabidopsis_thaliana,high_confidence_IR
AT1G50990,AT1G50990.intron4,AT1G50990|1:18903919-18904250:+,1,18903919,18904250,+,AT1G50990.2,1,yes,116,21,98,137,0.846715328467153,0.844827586206897,Arabidopsis_thaliana,high_confidence_IR
AT1G51370,AT1G51370.intron1,AT1G51370|1:19045269-19045584:+,1,19045269,19045584,+,AT1G51370.1;AT1G51370.3,2,no,244,761,185,1005,0.242786069651741,0.758196721311475,Arabidopsis_thaliana,high_confidence_IR
AT1G51402,AT1G51402.intron1,AT1G51402|1:19052501-19053342:+,1,19052501,19053342,+,AT1G51402.1,1,no,912,184,912,1096,0.832116788321168,1,Arabidopsis_thaliana,high_confidence_IR
AT1G07743,AT1G07743.intron2,AT1G07743|1:19052848-19052973:-,1,19052848,19052973,-,AT1G07743.1,1,no,492,653,413,1145,0.429694323144105,0.839430894308943,Arabidopsis_thaliana,high_confidence_IR
AT1G07743,AT1G07743.intron1,AT1G07743|1:19053482-19053558:-,1,19053482,19053558,-,AT1G07743.1,1,no,955,3181,764,4136,0.230899419729207,0.8,Arabidopsis_thaliana,high_confidence_IR
AT1G51670,AT1G51670.intron1,AT1G51670|1:19156522-19157141:+,1,19156522,19157141,+,AT1G51670.1,1,yes,154,264,126,418,0.368421052631579,0.818181818181818,Arabidopsis_thaliana,high_confidence_IR
AT1G51850,AT1G51850.intron2,AT1G51850|1:19256245-19256304:-,1,19256245,19256304,-,AT1G51850.1,1,yes,4620,9,3589,4629,0.998055735580039,0.776839826839827,Arabidopsis_thaliana,high_confidence_IR
AT1G51870,AT1G51870.intron1,AT1G51870|1:19266809-19266919:-,1,19266809,19266919,-,AT1G51870.1;AT1G51870.2,2,no,23,41,17,64,0.359375,0.739130434782609,Arabidopsis_thaliana,high_confidence_IR
AT1G51915,AT1G51915.intron1,AT1G51915|1:19293690-19293764:+,1,19293690,19293764,+,AT1G51915.1,1,no,219,483,219,702,0.311965811965812,1,Arabidopsis_thaliana,high_confidence_IR
AT1G51920,AT1G51920.intron1,AT1G51920|1:19294335-19294448:+,1,19294335,19294448,+,AT1G51920.1,1,no,298,353,298,651,0.457757296466974,1,Arabidopsis_thaliana,high_confidence_IR
AT1G51965,AT1G51965.intron1,AT1G51965|1:19313281-19313386:-,1,19313281,19313386,-,AT1G51965.1,1,no,1085,782,1085,1867,0.581146223888591,1,Arabidopsis_thaliana,high_confidence_IR
AT1G51980,AT1G51980.intron12,AT1G51980|1:19323933-19324050:-,1,19323933,19324050,-,AT1G51980.2,1,yes,22902,1930,18134,24832,0.922277706185567,0.791808575670247,Arabidopsis_thaliana,high_confidence_IR
AT1G52130,AT1G52130.intron4,AT1G52130|1:19400958-19401048:-,1,19400958,19401048,-,AT1G52130.1;AT1G52130.2,2,no,16,6,15,22,0.727272727272727,0.9375,Arabidopsis_thaliana,high_confidence_IR
AT1G52220,AT1G52220.intron4,AT1G52220|1:19454095-19454377:-,1,19454095,19454377,-,AT1G52220.3,1,yes,62008,2455,48024,64463,0.961916137939593,0.774480712166172,Arabidopsis_thaliana,high_confidence_IR
AT1G52240,AT1G52240.intron5,AT1G52240|1:19456156-19456247:-,1,19456156,19456247,-,AT1G52240.1,1,no,2120,3299,1869,5419,0.391216091529803,0.881603773584906,Arabidopsis_thaliana,high_confidence_IR
AT1G52330,AT1G52330.intron1,AT1G52330|1:19489532-19489688:+,1,19489532,19489688,+,AT1G52330.1,1,yes,224,612,224,836,0.267942583732057,1,Arabidopsis_thaliana,high_confidence_IR
AT1G52415,AT1G52415.intron1,AT1G52415|1:19526515-19526684:+,1,19526515,19526684,+,AT1G52415.1,1,no,48,25,48,73,0.657534246575342,1,Arabidopsis_thaliana,high_confidence_IR
AT1G52520,AT1G52520.intron1,AT1G52520|1:19565963-19566166:+,1,19565963,19566166,+,AT1G52520.1,1,no,524,1340,524,1864,0.281115879828326,1,Arabidopsis_thaliana,high_confidence_IR
AT1G52560,AT1G52560.intron2,AT1G52560|1:19575181-19575486:-,1,19575181,19575486,-,AT1G52560.2,1,yes,2006,681,1921,2687,0.746557499069594,0.957627118644068,Arabidopsis_thaliana,high_confidence_IR
AT1G52565,AT1G52565.intron1,AT1G52565|1:19580303-19580363:-,1,19580303,19580363,-,AT1G52565.1,1,no,2401,2057,2401,4458,0.538582323912068,1,Arabidopsis_thaliana,high_confidence_IR
AT1G52630,AT1G52630.intron6,AT1G52630|1:19607203-19607301:-,1,19607203,19607301,-,AT1G52630.1;AT1G52630.2,2,no,745,2007,536,2752,0.270712209302326,0.719463087248322,Arabidopsis_thaliana,high_confidence_IR
AT1G52730,AT1G52730.intron1,AT1G52730|1:19642669-19642853:+,1,19642669,19642853,+,AT1G52730.2;AT1G52730.3,2,yes,5931,2194,4351,8125,0.729969230769231,0.733603102343618,Arabidopsis_thaliana,high_confidence_IR
AT1G52825,AT1G52825.intron1,AT1G52825|1:19670538-19670638:-,1,19670538,19670638,-,AT1G52825.1,1,yes,3372,840,3372,4212,0.800569800569801,1,Arabidopsis_thaliana,high_confidence_IR
AT1G52905,AT1G52905.intron1,AT1G52905|1:19706261-19706384:+,1,19706261,19706384,+,AT1G52905.1,1,no,2165,7900,2165,10065,0.215101838052658,1,Arabidopsis_thaliana,high_confidence_IR
AT1G53025,AT1G53025.intron6,AT1G53025|1:19756834-19757075:-,1,19756834,19757075,-,AT1G53025.2,1,yes,423,614,338,1037,0.407907425265188,0.799054373522459,Arabidopsis_thaliana,high_confidence_IR
AT1G53035,AT1G53035.intron1,AT1G53035|1:19761777-19761875:-,1,19761777,19761875,-,AT1G53035.2,1,yes,3168,67,3168,3235,0.979289026275116,1,Arabidopsis_thaliana,high_confidence_IR
AT1G53180,AT1G53180.intron1,AT1G53180|1:19832371-19832439:+,1,19832371,19832439,+,AT1G53180.1;AT1G53180.2;AT1G53180.3,3,no,2980,7120,2980,10100,0.295049504950495,1,Arabidopsis_thaliana,high_confidence_IR
AT1G53282,AT1G53282.intron1,AT1G53282|1:19868041-19868129:-,1,19868041,19868129,-,AT1G53282.1,1,no,9,14,9,23,0.391304347826087,1,Arabidopsis_thaliana,high_confidence_IR
AT1G53330,AT1G53330.intron1,AT1G53330|1:19896231-19896325:+,1,19896231,19896325,+,AT1G53330.2,1,yes,318,12,318,330,0.963636363636364,1,Arabidopsis_thaliana,high_confidence_IR
AT1G53633,AT1G53633.intron1,AT1G53633|1:20017766-20017858:-,1,20017766,20017858,-,AT1G53633.1,1,no,75,95,75,170,0.441176470588235,1,Arabidopsis_thaliana,high_confidence_IR
AT1G53670,AT1G53670.intron3,AT1G53670|1:20037528-20037662:+,1,20037528,20037662,+,AT1G53670.2,1,yes,15263,8,13189,15271,0.999476131229127,0.864115835681059,Arabidopsis_thaliana,high_confidence_IR
AT1G53680,AT1G53680.intron1,AT1G53680|1:20038682-20038766:+,1,20038682,20038766,+,AT1G53680.1,1,no,446,1515,446,1961,0.227434982151963,1,Arabidopsis_thaliana,high_confidence_IR
AT1G53760,AT1G53760.intron7,AT1G53760|1:20069442-20069594:-,1,20069442,20069594,-,AT1G53760.2,1,yes,4773,65,3581,4838,0.986564696155436,0.750261889796774,Arabidopsis_thaliana,high_confidence_IR
AT1G53970,AT1G53970.intron2,AT1G53970|1:20149112-20149200:+,1,20149112,20149200,+,AT1G53970.1,1,yes,208,51,193,259,0.803088803088803,0.927884615384615,Arabidopsis_thaliana,high_confidence_IR
AT1G54095,AT1G54095.intron1,AT1G54095|1:20193193-20193268:+,1,20193193,20193268,+,AT1G54095.1,1,no,259,312,259,571,0.453590192644483,1,Arabidopsis_thaliana,high_confidence_IR
AT1G07943,AT1G07943.intron1,AT1G07943|1:20217869-20217960:+,1,20217869,20217960,+,AT1G07943.1,1,no,286,219,286,505,0.566336633663366,1,Arabidopsis_thaliana,high_confidence_IR
AT1G54270,AT1G54270.intron3,AT1G54270|1:20260738-20260861:+,1,20260738,20260861,+,AT1G54270.2,1,yes,29031,847,22715,29878,0.971651382287971,0.782439461265544,Arabidopsis_thaliana,high_confidence_IR
AT1G54330,AT1G54330.intron1,AT1G54330|1:20280581-20280732:-,1,20280581,20280732,-,AT1G54330.1,1,no,88,271,70,359,0.245125348189415,0.795454545454545,Arabidopsis_thaliana,high_confidence_IR
AT1G54350,AT1G54350.intron5,AT1G54350|1:20288397-20288978:+,1,20288397,20288978,+,AT1G54350.1,1,no,1866,4156,1488,6022,0.30986383261375,0.797427652733119,Arabidopsis_thaliana,high_confidence_IR
AT1G54380,AT1G54380.intron1,AT1G54380|1:20299245-20300121:-,1,20299245,20300121,-,AT1G54380.1,1,no,1276,1956,1128,3232,0.39480198019802,0.884012539184953,Arabidopsis_thaliana,high_confidence_IR
AT1G54840,AT1G54840.intron3,AT1G54840|1:20453045-20453136:-,1,20453045,20453136,-,AT1G54840.2,1,yes,483,16,363,499,0.967935871743487,0.751552795031056,Arabidopsis_thaliana,high_confidence_IR
AT1G54957,AT1G54957.intron1,AT1G54957|1:20498065-20498159:+,1,20498065,20498159,+,AT1G54957.1,1,no,87,112,87,199,0.437185929648241,1,Arabidopsis_thaliana,high_confidence_IR
AT1G55030,AT1G55030.intron2,AT1G55030|1:20530699-20530781:-,1,20530699,20530781,-,AT1G55030.1;AT1G55030.2,2,no,15,7,14,22,0.681818181818182,0.933333333333333,Arabidopsis_thaliana,high_confidence_IR
AT1G55030,AT1G55030.intron1,AT1G55030|1:20531788-20531881:-,1,20531788,20531881,-,AT1G55030.2,1,no,15,20,13,35,0.428571428571429,0.866666666666667,Arabidopsis_thaliana,high_confidence_IR
AT1G55050,AT1G55050.intron3,AT1G55050|1:20543454-20543539:+,1,20543454,20543539,+,AT1G55050.1;AT1G55050.2,2,no,60,159,49,219,0.273972602739726,0.816666666666667,Arabidopsis_thaliana,high_confidence_IR
AT1G55180,AT1G55180.intron1,AT1G55180|1:20587449-20587536:-,1,20587449,20587536,-,AT1G55180.1,1,yes,813,257,668,1070,0.75981308411215,0.821648216482165,Arabidopsis_thaliana,high_confidence_IR
AT1G55260,AT1G55260.intron2,AT1G55260|1:20615915-20616054:+,1,20615915,20616054,+,AT1G55260.2,1,yes,29879,1964,26425,31843,0.938322394246773,0.884400415007196,Arabidopsis_thaliana,high_confidence_IR
AT1G08043,AT1G08043.intron1,AT1G08043|1:20617860-20618149:-,1,20617860,20618149,-,AT1G08043.2,1,yes,862,362,862,1224,0.704248366013072,1,Arabidopsis_thaliana,high_confidence_IR
AT1G55290,AT1G55290.intron1,AT1G55290|1:20626782-20626885:-,1,20626782,20626885,-,AT1G55290.1,1,no,160,322,160,482,0.33195020746888,1,Arabidopsis_thaliana,high_confidence_IR
AT1G55370,AT1G55370.intron2,AT1G55370|1:20675801-20675876:+,1,20675801,20675876,+,AT1G55370.2,1,yes,2653,5424,2190,8077,0.328463538442491,0.825480588013569,Arabidopsis_thaliana,high_confidence_IR
AT1G55525,AT1G55525.intron1,AT1G55525|1:20728536-20728631:-,1,20728536,20728631,-,AT1G55525.1,1,no,22,74,22,96,0.229166666666667,1,Arabidopsis_thaliana,high_confidence_IR
AT1G55590,AT1G55590.intron3,AT1G55590|1:20770853-20770942:-,1,20770853,20770942,-,AT1G55590.1,1,no,1532,1562,1126,3094,0.495151906916613,0.734986945169713,Arabidopsis_thaliana,high_confidence_IR
AT1G55803,AT1G55803.intron1,AT1G55803|1:20857826-20858054:-,1,20857826,20858054,-,AT1G55803.1,1,no,366,177,366,543,0.674033149171271,1,Arabidopsis_thaliana,high_confidence_IR
AT1G08087,AT1G08087.intron1,AT1G08087|1:20948736-20948824:+,1,20948736,20948824,+,AT1G08087.2,1,yes,1752,72,1752,1824,0.960526315789474,1,Arabidopsis_thaliana,high_confidence_IR
AT1G56040,AT1G56040.intron3,AT1G56040|1:20960530-20960602:-,1,20960530,20960602,-,AT1G56040.1,1,no,14,6,14,20,0.7,1,Arabidopsis_thaliana,high_confidence_IR
AT1G56190,AT1G56190.intron1,AT1G56190|1:21028333-21028427:+,1,21028333,21028427,+,AT1G56190.2,1,yes,15326,997,12042,16323,0.938920541567114,0.785723606942451,Arabidopsis_thaliana,high_confidence_IR
AT1G56200,AT1G56200.intron1,AT1G56200|1:21030901-21031091:+,1,21030901,21031091,+,AT1G56200.2,1,yes,48098,200,44282,48298,0.995859041782268,0.920661981787185,Arabidopsis_thaliana,high_confidence_IR
AT1G56220,AT1G56220.intron3,AT1G56220|1:21043890-21044356:+,1,21043890,21044356,+,AT1G56220.1;AT1G56220.5,2,yes,52152,82121,38518,134273,0.388402731748006,0.738571866850744,Arabidopsis_thaliana,high_confidence_IR
AT1G56242,AT1G56242.intron1,AT1G56242|1:21057397-21057559:+,1,21057397,21057559,+,AT1G56242.1,1,no,4149,21,4149,4170,0.994964028776978,1,Arabidopsis_thaliana,high_confidence_IR
AT1G56340,AT1G56340.intron11,AT1G56340|1:21090273-21090490:-,1,21090273,21090490,-,AT1G56340.2,1,yes,25255,12,18166,25267,0.999525072228599,0.719303108295387,Arabidopsis_thaliana,high_confidence_IR
AT1G56540,AT1G56540.intron1,AT1G56540|1:21182140-21182264:+,1,21182140,21182264,+,AT1G56540.1,1,yes,1456,369,1284,1825,0.797808219178082,0.881868131868132,Arabidopsis_thaliana,high_confidence_IR
AT1G56570,AT1G56570.intron1,AT1G56570|1:21196422-21196503:+,1,21196422,21196503,+,AT1G56570.1;AT1G56570.2,2,no,238,732,230,970,0.245360824742268,0.966386554621849,Arabidopsis_thaliana,high_confidence_IR
AT1G56570,AT1G56570.intron2,AT1G56570|1:21197901-21198466:+,1,21197901,21198466,+,AT1G56570.1,1,yes,200,516,198,716,0.279329608938547,0.99,Arabidopsis_thaliana,high_confidence_IR
AT1G57540,AT1G57540.intron1,AT1G57540|1:21311222-21311440:-,1,21311222,21311440,-,AT1G57540.3,1,yes,6318,1326,5572,7644,0.826530612244898,0.881924659702437,Arabidopsis_thaliana,high_confidence_IR
AT1G57750,AT1G57750.intron1,AT1G57750|1:21384321-21384406:-,1,21384321,21384406,-,AT1G57750.2,1,yes,10506,46,10506,10552,0.995640636846095,1,Arabidopsis_thaliana,high_confidence_IR
AT1G57980,AT1G57980.intron1,AT1G57980|1:21440589-21440692:-,1,21440589,21440692,-,AT1G57980.1,1,no,509,2010,509,2519,0.202064311234617,1,Arabidopsis_thaliana,high_confidence_IR
AT1G58055,AT1G58055.intron1,AT1G58055|1:21488829-21488912:+,1,21488829,21488912,+,AT1G58055.1,1,no,118,111,118,229,0.51528384279476,1,Arabidopsis_thaliana,high_confidence_IR
AT1G58100,AT1G58100.intron1,AT1G58100|1:21513540-21513611:-,1,21513540,21513611,-,AT1G58100.2,1,yes,8683,125,8683,8808,0.985808356039964,1,Arabidopsis_thaliana,high_confidence_IR
AT1G58215,AT1G58215.intron1,AT1G58215|1:21555179-21555306:+,1,21555179,21555306,+,AT1G58215.1,1,no,44,153,44,197,0.223350253807107,1,Arabidopsis_thaliana,high_confidence_IR
AT1G58235,AT1G58235.intron1,AT1G58235|1:21580671-21580984:-,1,21580671,21580984,-,AT1G58235.2,1,yes,32,30,32,62,0.516129032258065,1,Arabidopsis_thaliana,high_confidence_IR
AT1G58250,AT1G58250.intron9,AT1G58250|1:21595011-21595150:-,1,21595011,21595150,-,AT1G58250.1;AT1G58250.2,2,no,389,981,333,1370,0.283941605839416,0.856041131105398,Arabidopsis_thaliana,high_confidence_IR
AT1G58390,AT1G58390.intron4,AT1G58390|1:21690825-21690938:-,1,21690825,21690938,-,AT1G58390.1,1,yes,216,53,212,269,0.802973977695167,0.981481481481482,Arabidopsis_thaliana,high_confidence_IR
AT1G58390,AT1G58390.intron1,AT1G58390|1:21693900-21694381:-,1,21693900,21694381,-,AT1G58390.1;AT1G58390.2,2,no,142,72,113,214,0.663551401869159,0.795774647887324,Arabidopsis_thaliana,high_confidence_IR
AT1G58848,AT1G58848.intron1,AT1G58848|1:21791882-21792131:+,1,21791882,21792131,+,AT1G58848.1;AT1G58848.2,2,no,238,870,173,1108,0.214801444043321,0.726890756302521,Arabidopsis_thaliana,high_confidence_IR
AT1G59218,AT1G59218.intron1,AT1G59218|1:21828140-21828389:+,1,21828140,21828389,+,AT1G59218.1;AT1G59218.2;AT1G59218.3,3,no,185,143,131,328,0.564024390243902,0.708108108108108,Arabidopsis_thaliana,high_confidence_IR
AT1G59620,AT1G59620.intron1,AT1G59620|1:21902398-21902619:+,1,21902398,21902619,+,AT1G59620.1;AT1G59620.2,2,no,1386,1739,1031,3125,0.44352,0.743867243867244,Arabidopsis_thaliana,high_confidence_IR
AT1G59670,AT1G59670.intron1,AT1G59670|1:21930362-21930853:+,1,21930362,21930853,+,AT1G59670.1,1,no,25,23,25,48,0.520833333333333,1,Arabidopsis_thaliana,high_confidence_IR
AT1G59780,AT1G59780.intron4,AT1G59780|1:21993467-21993613:-,1,21993467,21993613,-,AT1G59780.2,1,yes,77,304,76,381,0.202099737532808,0.987012987012987,Arabidopsis_thaliana,high_confidence_IR
AT1G59910,AT1G59910.intron1,AT1G59910|1:22055488-22055583:-,1,22055488,22055583,-,AT1G59910.1,1,no,588,2249,588,2837,0.207261191399366,1,Arabidopsis_thaliana,high_confidence_IR
AT1G60110,AT1G60110.intron1,AT1G60110|1:22168695-22168790:+,1,22168695,22168790,+,AT1G60110.3,1,yes,372,67,311,439,0.847380410022779,0.836021505376344,Arabidopsis_thaliana,high_confidence_IR
AT1G61097,AT1G61097.intron1,AT1G61097|1:22507480-22507822:-,1,22507480,22507822,-,AT1G61097.1,1,no,31,5,31,36,0.861111111111111,1,Arabidopsis_thaliana,high_confidence_IR
AT1G61180,AT1G61180.intron1,AT1G61180|1:22554111-22554285:+,1,22554111,22554285,+,AT1G61180.1,1,yes,1940,2972,1940,4912,0.394951140065147,1,Arabidopsis_thaliana,high_confidence_IR
AT1G61190,AT1G61190.intron1,AT1G61190|1:22555987-22556177:+,1,22555987,22556177,+,AT1G61190.3,1,yes,256,27,234,283,0.904593639575972,0.9140625,Arabidopsis_thaliana,high_confidence_IR
AT1G61200,AT1G61200.intron1,AT1G61200|1:22563161-22563332:-,1,22563161,22563332,-,AT1G61200.1,1,no,32,19,32,51,0.627450980392157,1,Arabidopsis_thaliana,high_confidence_IR
AT1G61300,AT1G61300.intron1,AT1G61300|1:22608786-22608860:-,1,22608786,22608860,-,AT1G61300.2,1,yes,3429,23,2577,3452,0.993337195828505,0.751531058617673,Arabidopsis_thaliana,high_confidence_IR
AT1G61380,AT1G61380.intron1,AT1G61380|1:22649338-22649624:-,1,22649338,22649624,-,AT1G61380.2,1,yes,77,66,59,143,0.538461538461538,0.766233766233766,Arabidopsis_thaliana,high_confidence_IR
AT1G61600,AT1G61600.intron1,AT1G61600|1:22730139-22730239:+,1,22730139,22730239,+,AT1G61600.1,1,no,561,363,561,924,0.607142857142857,1,Arabidopsis_thaliana,high_confidence_IR
AT1G61667,AT1G61667.intron1,AT1G61667|1:22768089-22768213:+,1,22768089,22768213,+,AT1G61667.1;AT1G61667.2,2,no,2583,4450,2583,7033,0.36726859092848,1,Arabidopsis_thaliana,high_confidence_IR
AT1G61990,AT1G61990.intron1,AT1G61990|1:22911305-22911393:+,1,22911305,22911393,+,AT1G61990.2,1,yes,3295,206,3295,3501,0.941159668666095,1,Arabidopsis_thaliana,high_confidence_IR
AT1G62085,AT1G62085.intron1,AT1G62085|1:22948040-22948317:-,1,22948040,22948317,-,AT1G62085.1,1,no,78,145,78,223,0.349775784753363,1,Arabidopsis_thaliana,high_confidence_IR
AT1G62180,AT1G62180.intron3,AT1G62180|1:22977009-22977113:-,1,22977009,22977113,-,AT1G62180.2,1,yes,27246,42,20805,27288,0.998460861917326,0.763598326359833,Arabidopsis_thaliana,high_confidence_IR
AT1G62200,AT1G62200.intron4,AT1G62200|1:22982946-22983032:-,1,22982946,22983032,-,AT1G62200.1,1,yes,2295,6249,1743,8544,0.268609550561798,0.759477124183007,Arabidopsis_thaliana,high_confidence_IR
AT1G62590,AT1G62590.intron1,AT1G62590|1:23177156-23177262:-,1,23177156,23177262,-,AT1G62590.1,1,no,254,987,254,1241,0.204673650282031,1,Arabidopsis_thaliana,high_confidence_IR
AT1G08547,AT1G08547.intron1,AT1G08547|1:23181680-23181757:+,1,23181680,23181757,+,AT1G08547.1,1,no,6716,35,6716,6751,0.994815582876611,1,Arabidopsis_thaliana,high_confidence_IR
AT1G62670,AT1G62670.intron1,AT1G62670|1:23204551-23204700:-,1,23204551,23204700,-,AT1G62670.1,1,no,255,892,255,1147,0.222319093286835,1,Arabidopsis_thaliana,high_confidence_IR
AT1G62730,AT1G62730.intron2,AT1G62730|1:23229539-23229622:-,1,23229539,23229622,-,AT1G62730.2,1,yes,2225,62,1852,2287,0.972890249234805,0.832359550561798,Arabidopsis_thaliana,high_confidence_IR
AT1G62886,AT1G62886.intron1,AT1G62886|1:23294448-23294526:+,1,23294448,23294526,+,AT1G62886.1,1,no,231,581,231,812,0.28448275862069,1,Arabidopsis_thaliana,high_confidence_IR
AT1G62970,AT1G62970.intron1,AT1G62970|1:23323747-23323829:+,1,23323747,23323829,+,AT1G62970.2,1,yes,1745,43,1745,1788,0.975950782997763,1,Arabidopsis_thaliana,high_confidence_IR
AT1G63030,AT1G63030.intron1,AT1G63030|1:23368162-23368342:-,1,23368162,23368342,-,AT1G63030.1,1,yes,314,173,314,487,0.64476386036961,1,Arabidopsis_thaliana,high_confidence_IR
AT1G63100,AT1G63100.intron1,AT1G63100|1:23400869-23400943:-,1,23400869,23400943,-,AT1G63100.1,1,yes,575,288,575,863,0.666280417149479,1,Arabidopsis_thaliana,high_confidence_IR
AT1G63130,AT1G63130.intron1,AT1G63130|1:23414780-23414906:+,1,23414780,23414906,+,AT1G63130.2,1,yes,2155,590,2155,2745,0.785063752276867,1,Arabidopsis_thaliana,high_confidence_IR
AT1G63220,AT1G63220.intron1,AT1G63220|1:23449084-23449619:+,1,23449084,23449619,+,AT1G63220.2,1,yes,16061,15,14459,16076,0.999066932072655,0.900255276757363,Arabidopsis_thaliana,high_confidence_IR
AT1G63230,AT1G63230.intron1,AT1G63230|1:23452092-23452177:+,1,23452092,23452177,+,AT1G63230.1,1,no,342,1025,342,1367,0.250182882223848,1,Arabidopsis_thaliana,high_confidence_IR
AT1G63350,AT1G63350.intron1,AT1G63350|1:23497651-23497724:-,1,23497651,23497724,-,AT1G63350.3,1,yes,1123,343,951,1466,0.766030013642565,0.846838824577026,Arabidopsis_thaliana,high_confidence_IR
AT1G63360,AT1G63360.intron1,AT1G63360|1:23501855-23501959:-,1,23501855,23501959,-,AT1G63360.2,1,yes,7173,98,7173,7271,0.986521798927245,1,Arabidopsis_thaliana,high_confidence_IR
AT1G63370,AT1G63370.intron1,AT1G63370|1:23505381-23505462:-,1,23505381,23505462,-,AT1G63370.2,1,no,229,198,162,427,0.536299765807963,0.707423580786026,Arabidopsis_thaliana,high_confidence_IR
AT1G63490,AT1G63490.intron1,AT1G63490|1:23553012-23553122:-,1,23553012,23553122,-,AT1G63490.2;AT1G63490.3;AT1G63490.4,3,no,579,2076,501,2655,0.218079096045198,0.865284974093264,Arabidopsis_thaliana,high_confidence_IR
AT1G63520,AT1G63520.intron2,AT1G63520|1:23561516-23561597:+,1,23561516,23561597,+,AT1G63520.1,1,no,327,363,320,690,0.473913043478261,0.978593272171254,Arabidopsis_thaliana,high_confidence_IR
AT1G63580,AT1G63580.intron1,AT1G63580|1:23578093-23578192:+,1,23578093,23578192,+,AT1G63580.1,1,no,129,243,129,372,0.346774193548387,1,Arabidopsis_thaliana,high_confidence_IR
AT1G63630,AT1G63630.intron1,AT1G63630|1:23587416-23587548:+,1,23587416,23587548,+,AT1G63630.2,1,yes,97,130,82,227,0.427312775330396,0.845360824742268,Arabidopsis_thaliana,high_confidence_IR
AT1G63720,AT1G63720.intron1,AT1G63720|1:23637094-23637243:-,1,23637094,23637243,-,AT1G63720.1,1,no,1329,5177,1329,6506,0.20427297878881,1,Arabidopsis_thaliana,high_confidence_IR
AT1G63730,AT1G63730.intron1,AT1G63730|1:23642240-23642493:+,1,23642240,23642493,+,AT1G63730.1,1,no,459,1213,375,1672,0.274521531100478,0.816993464052288,Arabidopsis_thaliana,high_confidence_IR
AT1G63740,AT1G63740.intron1,AT1G63740|1:23645869-23645961:+,1,23645869,23645961,+,AT1G63740.1;AT1G63740.2,2,no,1053,1858,997,2911,0.361731363792511,0.94681861348528,Arabidopsis_thaliana,high_confidence_IR
AT1G63850,AT1G63850.intron1,AT1G63850|1:23697661-23697760:+,1,23697661,23697760,+,AT1G63850.1,1,no,1378,3779,1378,5157,0.267209617994958,1,Arabidopsis_thaliana,high_confidence_IR
AT1G63880,AT1G63880.intron1,AT1G63880|1:23715316-23715574:-,1,23715316,23715574,-,AT1G63880.1;AT1G63880.2,2,no,2779,6673,2134,9452,0.294011849344054,0.767902123065851,Arabidopsis_thaliana,high_confidence_IR
AT1G64000,AT1G64000.intron1,AT1G64000|1:23747835-23748696:+,1,23747835,23748696,+,AT1G64000.1,1,no,178,415,178,593,0.300168634064081,1,Arabidopsis_thaliana,high_confidence_IR
AT1G64030,AT1G64030.intron1,AT1G64030|1:23753638-23753955:-,1,23753638,23753955,-,AT1G64030.1,1,no,31,103,31,134,0.23134328358209,1,Arabidopsis_thaliana,high_confidence_IR
AT1G64070,AT1G64070.intron1,AT1G64070|1:23780422-23780673:+,1,23780422,23780673,+,AT1G64070.1,1,no,13,39,13,52,0.25,1,Arabidopsis_thaliana,high_confidence_IR
AT1G64107,AT1G64107.intron1,AT1G64107|1:23796424-23796500:-,1,23796424,23796500,-,AT1G64107.1,1,no,230,53,230,283,0.812720848056537,1,Arabidopsis_thaliana,high_confidence_IR
AT1G64210,AT1G64210.intron1,AT1G64210|1:23832210-23832276:+,1,23832210,23832276,+,AT1G64210.1,1,no,390,199,390,589,0.66213921901528,1,Arabidopsis_thaliana,high_confidence_IR
AT1G64260,AT1G64260.intron1,AT1G64260|1:23847461-23847742:+,1,23847461,23847742,+,AT1G64260.1,1,no,66,243,66,309,0.213592233009709,1,Arabidopsis_thaliana,high_confidence_IR
AT1G64460,AT1G64460.intron1,AT1G64460|1:23944066-23944152:-,1,23944066,23944152,-,AT1G64460.1,1,no,1206,3756,1206,4962,0.243047158403869,1,Arabidopsis_thaliana,high_confidence_IR
